KIDS_TILE,DMAG_R
KIDS_358.8_-32.1,0.02509762346744537
KIDS_195.0_0.5,-0.07540678232908249
KIDS_201.0_-0.5,0.02282283268868923
KIDS_26.5_-30.2,-0.00678255129605531
KIDS_12.8_-31.2,0.01976713538169861
KIDS_355.3_-31.2,0.02771437913179398
KIDS_358.8_-35.1,0.03405317664146423
KIDS_49.7_-28.2,0.1123790293931961
KIDS_206.6_-2.5,0.00693073496222496
KIDS_337.9_-31.2,0.01046743243932724
KIDS_22.6_-28.2,-0.0511767789721489
KIDS_7.0_-31.2,0.02541165798902512
KIDS_332.7_-29.2,0.02454213425517082
KIDS_349.6_-30.2,0.02328983694314957
KIDS_130.0_1.5,0.06060855463147163
KIDS_339.0_-31.2,0.01670105382800102
KIDS_357.7_-30.2,0.0556122213602066
KIDS_223.0_0.5,0.006763303652405739
KIDS_354.4_-28.2,0.03665290772914886
KIDS_2.3_-31.2,0.03155238181352615
KIDS_225.0_1.5,0.0279940590262413
KIDS_344.7_-32.1,0.04160569608211517
KIDS_181.0_0.5,-0.00526735931634903
KIDS_347.2_-31.2,0.02772072516381741
KIDS_214.0_-0.5,8.22171568870544e-05
KIDS_1.2_-35.1,0.1227318570017815
KIDS_212.6_-2.5,0.04164553433656693
KIDS_38.4_-31.2,0.0131231639534235
KIDS_190.0_1.5,-0.04005641862750053
KIDS_351.0_-28.2,-0.01135129295289516
KIDS_12.5_-29.2,-0.08090373873710632
KIDS_169.5_2.5,-0.0694669634103775
KIDS_175.0_1.5,0.03712621331214905
KIDS_43.3_-29.2,0.03709311410784721
KIDS_163.0_1.5,-0.04973620548844337
KIDS_173.0_-1.5,0.0176461860537529
KIDS_184.5_-2.5,-0.06618325412273407
KIDS_20.2_-33.1,0.1081301420927048
KIDS_157.0_1.5,0.03806339204311371
KIDS_132.0_1.5,0.03769160434603691
KIDS_5.7_-29.2,0.01210336200892925
KIDS_173.0_-0.5,0.03203821182250977
KIDS_208.0_0.5,-0.05946554243564606
KIDS_354.1_-32.1,0.02950416505336761
KIDS_159.0_0.5,0.04147107899188995
KIDS_11.3_-28.2,0.04285907372832298
KIDS_337.4_-28.2,0.02358196303248405
KIDS_52.2_-26.2,0.05163411796092987
KIDS_38.8_-32.1,0.02127541974186897
KIDS_4.6_-29.2,0.01169335097074509
KIDS_46.7_-29.2,0.03252207115292549
KIDS_13.7_-29.2,0.04528580605983734
KIDS_130.0_0.5,0.05507391691207886
KIDS_3.6_-34.1,0.09455493092536926
KIDS_172.0_0.5,-0.00263695046305656
KIDS_156.0_0.5,0.05221905559301376
KIDS_200.0_0.5,-0.05096889287233353
KIDS_26.2_-29.2,-0.07587336003780365
KIDS_5.8_-31.2,0.04637493565678596
KIDS_165.0_-1.5,0.002320192754268646
KIDS_3.5_-32.1,-0.02976757101714611
KIDS_168.0_1.5,-0.07330366224050522
KIDS_170.0_1.5,0.02220519632101059
KIDS_217.6_2.5,0.0313672237098217
KIDS_192.0_-0.5,-0.06382527947425842
KIDS_203.0_1.5,0.04405749589204788
KIDS_13.5_-28.2,-0.04377500712871552
KIDS_44.7_-32.1,0.03219763934612274
KIDS_342.4_-32.1,0.03839228302240372
KIDS_171.0_-0.5,0.02399937435984612
KIDS_337.4_-33.1,0.04383917897939682
KIDS_340.5_-35.1,0.002269119024276733
KIDS_174.5_2.5,-0.00022307038307189
KIDS_356.5_-32.1,0.02477683126926422
KIDS_344.1_-29.2,0.01934545300900936
KIDS_172.0_1.5,0.03079566732048988
KIDS_221.6_-3.5,0.02910295501351357
KIDS_163.0_0.5,0.01412311941385269
KIDS_216.6_-2.5,0.01872994378209114
KIDS_176.5_2.5,0.0134588573127985
KIDS_219.0_0.5,0.01680026203393936
KIDS_2.4_-35.1,0.04495222121477127
KIDS_36.1_-31.2,0.04072028771042824
KIDS_222.6_-2.5,0.001684499904513359
KIDS_10.8_-34.1,-0.09111884236335754
KIDS_345.3_-28.2,0.0495467521250248
KIDS_354.2_-30.2,-0.06930704414844513
KIDS_225.0_0.5,0.01331162825226784
KIDS_218.0_1.5,0.0347873717546463
KIDS_44.0_-28.2,0.04509525001049042
KIDS_174.0_-1.5,-0.06614099442958832
KIDS_333.6_-34.1,0.02618668600916862
KIDS_329.6_-35.1,0.04327932745218277
KIDS_357.6_-32.1,0.03710005432367325
KIDS_227.6_2.5,-0.01271345652639866
KIDS_349.1_-35.1,-0.08331786096096039
KIDS_169.0_-0.5,0.01044019311666489
KIDS_340.8_-28.2,0.02379082515835762
KIDS_133.0_-0.5,0.04253727942705154
